url,school,department,number,semester,instructor,schedule
https://www.bu.edu/academics/cas/courses/cas-aa-114,CAS,AA,114,FALL 2025,Becker,MWF 1:25 pm-2:15 pm
https://www.bu.edu/academics/cas/courses/cas-aa-114,CAS,AA,114,FALL 2025,Becker,M 3:35 pm-4:25 pm
https://www.bu.edu/academics/cas/courses/cas-aa-114,CAS,AA,114,FALL 2025,Becker,M 4:40 pm-5:30 pm
https://www.bu.edu/academics/cas/courses/cas-aa-114,CAS,AA,114,FALL 2025,Becker,W 9:05 am-9:55 am
https://www.bu.edu/academics/cas/courses/cas-aa-114,CAS,AA,114,FALL 2025,Becker,W 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-aa-132,CAS,AA,132,,,
https://www.bu.edu/academics/cas/courses/cas-aa-215,CAS,AA,215,,,
https://www.bu.edu/academics/cas/courses/cas-aa-225,CAS,AA,225,,,
https://www.bu.edu/academics/cas/courses/cas-aa-103,CAS,AA,103,SPRG 2026,James,TR 12:30 pm-1:45 pm
https://www.bu.edu/academics/cas/courses/cas-aa-112,CAS,AA,112,SPRG 2026,Williams,TR 11:00 am-12:15 pm
https://www.bu.edu/academics/cas/courses/cas-aa-221,CAS,AA,221,,,
https://www.bu.edu/academics/cas/courses/cas-aa-207,CAS,AA,207,FALL 2025,Grundy,TR 9:30 am-10:45 am
https://www.bu.edu/academics/cas/courses/cas-aa-207,CAS,AA,207,FALL 2025,Grundy,F 9:05 am-9:55 am
https://www.bu.edu/academics/cas/courses/cas-aa-207,CAS,AA,207,FALL 2025,Grundy,F 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-aa-207,CAS,AA,207,FALL 2025,Grundy,F 12:20 pm-1:10 pm
https://www.bu.edu/academics/cas/courses/cas-aa-207,CAS,AA,207,FALL 2025,Grundy,F 1:25 pm-2:15 pm
https://www.bu.edu/academics/cas/courses/cas-aa-207,CAS,AA,207,SPRG 2026,Grundy,TR 9:30 am-10:45 am
https://www.bu.edu/academics/cas/courses/cas-aa-207,CAS,AA,207,SPRG 2026,Grundy,W 9:05 am-9:55 am
https://www.bu.edu/academics/cas/courses/cas-aa-207,CAS,AA,207,SPRG 2026,Grundy,W 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-aa-207,CAS,AA,207,SPRG 2026,Grundy,W 1:25 pm-2:15 pm
https://www.bu.edu/academics/cas/courses/cas-aa-207,CAS,AA,207,SPRG 2026,Grundy,W 12:20 pm-1:10 pm
https://www.bu.edu/academics/cas/courses/cas-aa-301,CAS,AA,301,SPRG 2026,Cunningham,TR 2:00 pm-3:15 pm
https://www.bu.edu/academics/cas/courses/cas-aa-297,CAS,AA,297,,,
https://www.bu.edu/academics/cas/courses/cas-aa-313,CAS,AA,313,,,
https://www.bu.edu/academics/cas/courses/cas-aa-311,CAS,AA,311,,,
https://www.bu.edu/academics/cas/courses/cas-aa-305,CAS,AA,305,,,
https://www.bu.edu/academics/cas/courses/cas-aa-234,CAS,AA,234,FALL 2025,Scott,TR 11:00 am-12:15 pm
https://www.bu.edu/academics/cas/courses/cas-aa-234,CAS,AA,234,SPRG 2026,Scott,TR 9:30 am-10:45 am
https://www.bu.edu/academics/cas/courses/cas-aa-296,CAS,AA,296,FALL 2025,Guillory,MWF 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-aa-316,CAS,AA,316,SPRG 2026,Smythe-Johnson,MWF 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-aa-237,CAS,AA,237,,,
https://www.bu.edu/academics/cas/courses/cas-aa-294,CAS,AA,294,,,
https://www.bu.edu/academics/cas/courses/cas-aa-356,CAS,AA,356,SPRG 2026,Guillory,TR 11:00 am-12:15 pm
https://www.bu.edu/academics/cas/courses/cas-aa-335,CAS,AA,335,FALL 2025,Grundy,T 12:30 pm-3:15 pm
https://www.bu.edu/academics/cas/courses/cas-aa-348,CAS,AA,348,,,
https://www.bu.edu/academics/cas/courses/cas-aa-382,CAS,AA,382,SPRG 2026,Thornton,TR 9:30 am-10:45 am
https://www.bu.edu/academics/cas/courses/cas-aa-383,CAS,AA,383,,,
https://www.bu.edu/academics/cas/courses/cas-aa-385,CAS,AA,385,,,
https://www.bu.edu/academics/cas/courses/cas-aa-396,CAS,AA,396,,,
https://www.bu.edu/academics/cas/courses/cas-aa-388,CAS,AA,388,SPRG 2026,Scott,TR 3:30 pm-4:45 pm
https://www.bu.edu/academics/cas/courses/cas-aa-416,CAS,AA,416,FALL 2025,Hill,T 3:30 pm-6:15 pm
https://www.bu.edu/academics/cas/courses/cas-aa-404,CAS,AA,404,,,
https://www.bu.edu/academics/cas/courses/cas-aa-408,CAS,AA,408,FALL 2025,Zabala Ortiz,M 12:30 pm-3:15 pm
https://www.bu.edu/academics/cas/courses/cas-aa-408,CAS,AA,408,SPRG 2026,Grundy,T 12:30 pm-3:15 pm
https://www.bu.edu/academics/cas/courses/cas-aa-319,CAS,AA,319,FALL 2025,Piston,MW 4:30 pm-6:15 pm
https://www.bu.edu/academics/cas/courses/cas-aa-430,CAS,AA,430,FALL 2025,James,MWF 2:30 pm-3:20 pm
https://www.bu.edu/academics/cas/courses/cas-aa-304,CAS,AA,304,FALL 2025,Mitchell,TR 2:00 pm-3:15 pm
https://www.bu.edu/academics/cas/courses/cas-aa-477,CAS,AA,477,,,
https://www.bu.edu/academics/cas/courses/cas-aa-488,CAS,AA,488,,,
https://www.bu.edu/academics/cas/courses/cas-aa-490,CAS,AA,490,,,
https://www.bu.edu/academics/cas/courses/cas-ah-111,CAS,AH,111,FALL 2025,Kahn,TR 11:00 am-12:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-111,CAS,AH,111,FALL 2025,Kahn,M 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-ah-111,CAS,AH,111,FALL 2025,Kahn,M 11:15 am-12:05 pm
https://www.bu.edu/academics/cas/courses/cas-ah-111,CAS,AH,111,FALL 2025,Martin,M 12:20 pm-1:10 pm
https://www.bu.edu/academics/cas/courses/cas-ah-111,CAS,AH,111,FALL 2025,Kahn,M 1:25 pm-2:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-111,CAS,AH,111,FALL 2025,Kahn,T 2:00 pm-2:50 pm
https://www.bu.edu/academics/cas/courses/cas-ah-111,CAS,AH,111,FALL 2025,Kahn,T 5:00 pm-5:50 pm
https://www.bu.edu/academics/cas/courses/cas-ah-111,CAS,AH,111,FALL 2025,Kahn,W 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-ah-111,CAS,AH,111,FALL 2025,Martin,W 2:30 pm-3:20 pm
https://www.bu.edu/academics/cas/courses/cas-ah-111,CAS,AH,111,FALL 2025,Kahn,W 3:35 pm-4:25 pm
https://www.bu.edu/academics/cas/courses/cas-ah-111,CAS,AH,111,FALL 2025,Kahn,M 4:40 pm-5:30 pm
https://www.bu.edu/academics/cas/courses/cas-ah-111,CAS,AH,111,FALL 2025,Kahn,T 3:35 pm-4:25 pm
https://www.bu.edu/academics/cas/courses/cas-ah-210,CAS,AH,210,FALL 2025,Ribner,MWF 9:05 am-9:55 am
https://www.bu.edu/academics/cas/courses/cas-ah-210,CAS,AH,210,FALL 2025,Ribner,W 4:40 pm-5:30 pm
https://www.bu.edu/academics/cas/courses/cas-ah-210,CAS,AH,210,FALL 2025,Ribner,W 3:35 pm-4:25 pm
https://www.bu.edu/academics/cas/courses/cas-ah-210,CAS,AH,210,SPRG 2026,Ribner,MWF 9:05 am-9:55 am
https://www.bu.edu/academics/cas/courses/cas-ah-210,CAS,AH,210,SPRG 2026,Ribner,W 4:40 pm-5:30 pm
https://www.bu.edu/academics/cas/courses/cas-ah-210,CAS,AH,210,SPRG 2026,Ribner,W 3:35 pm-4:25 pm
https://www.bu.edu/academics/cas/courses/cas-aa-238,CAS,AA,238,,,
https://www.bu.edu/academics/cas/courses/cas-aa-489,CAS,AA,489,,,
https://www.bu.edu/academics/cas/courses/cas-ah-114,CAS,AH,114,FALL 2025,Becker,MWF 1:25 pm-2:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-114,CAS,AH,114,FALL 2025,Becker,M 3:35 pm-4:25 pm
https://www.bu.edu/academics/cas/courses/cas-ah-114,CAS,AH,114,FALL 2025,Becker,M 4:40 pm-5:30 pm
https://www.bu.edu/academics/cas/courses/cas-ah-114,CAS,AH,114,FALL 2025,Becker,W 9:05 am-9:55 am
https://www.bu.edu/academics/cas/courses/cas-ah-114,CAS,AH,114,FALL 2025,Becker,W 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-ah-201,CAS,AH,201,FALL 2025,Abramson,TR 2:00 pm-3:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-112,CAS,AH,112,SPRG 2026,Zell,MWF 11:15 am-12:05 pm
https://www.bu.edu/academics/cas/courses/cas-ah-112,CAS,AH,112,SPRG 2026,Ribner,M 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-ah-112,CAS,AH,112,SPRG 2026,Ribner,M 12:20 pm-1:10 pm
https://www.bu.edu/academics/cas/courses/cas-ah-112,CAS,AH,112,SPRG 2026,Ribner,M 1:25 pm-2:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-112,CAS,AH,112,SPRG 2026,Ribner,M 2:30 pm-3:20 pm
https://www.bu.edu/academics/cas/courses/cas-ah-112,CAS,AH,112,SPRG 2026,Ribner,T 2:00 pm-2:50 pm
https://www.bu.edu/academics/cas/courses/cas-ah-112,CAS,AH,112,SPRG 2026,Ribner,T 5:00 pm-5:50 pm
https://www.bu.edu/academics/cas/courses/cas-ah-112,CAS,AH,112,SPRG 2026,Ribner,W 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-ah-112,CAS,AH,112,SPRG 2026,Ribner,W 12:20 pm-1:10 pm
https://www.bu.edu/academics/cas/courses/cas-ah-112,CAS,AH,112,SPRG 2026,Ribner,W 1:25 pm-2:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-112,CAS,AH,112,SPRG 2026,Ribner,W 2:30 pm-3:20 pm
https://www.bu.edu/academics/cas/courses/cas-ah-112,CAS,AH,112,SPRG 2026,Ribner,W 3:35 pm-4:25 pm
https://www.bu.edu/academics/cas/courses/cas-ah-220,CAS,AH,220,,,
https://www.bu.edu/academics/cas/courses/cas-ah-215,CAS,AH,215,,,
https://www.bu.edu/academics/cas/courses/cas-ah-225,CAS,AH,225,,,
https://www.bu.edu/academics/cas/courses/cas-aa-308,CAS,AA,308,FALL 2025,Slaughter,MW 10:10 am-11:55 am
https://www.bu.edu/academics/cas/courses/cas-ah-240,CAS,AH,240,SPRG 2026,Kahn,MWF 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-ah-251,CAS,AH,251,,,
https://www.bu.edu/academics/cas/courses/cas-aa-371,CAS,AA,371,FALL 2025,Craig,MWF 4:40 pm-5:30 pm
https://www.bu.edu/academics/cas/courses/cas-ah-316,CAS,AH,316,SPRG 2026,Smythe-Johnson,MWF 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-ah-113,CAS,AH,113,SPRG 2026,Feng,TR 9:30 am-10:45 am
https://www.bu.edu/academics/cas/courses/cas-ah-113,CAS,AH,113,SPRG 2026,Feng,T 11:15 am-12:05 pm
https://www.bu.edu/academics/cas/courses/cas-ah-113,CAS,AH,113,SPRG 2026,Feng,R 11:15 am-12:05 pm
https://www.bu.edu/academics/cas/courses/cas-ah-325,CAS,AH,325,,,
https://www.bu.edu/academics/cas/courses/cas-ah-323,CAS,AH,323,FALL 2025,Smythe-Johnson,TR 11:00 am-12:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-323,CAS,AH,323,SPRG 2026,,TR 11:00 am-12:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-331,CAS,AH,331,SPRG 2026,Martin,MWF 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-ah-284,CAS,AH,284,FALL 2025,Barrett,MWF 9:05 am-9:55 am
https://www.bu.edu/academics/cas/courses/cas-ah-311,CAS,AH,311,FALL 2025,Alnajada,MWF 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-ah-327,CAS,AH,327,FALL 2025,Feng,MWF 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-ah-257,CAS,AH,257,SPRG 2026,Cranston,MWF 11:15 am-12:05 pm
https://www.bu.edu/academics/cas/courses/cas-ah-326,CAS,AH,326,,,
https://www.bu.edu/academics/cas/courses/cas-ah-333,CAS,AH,333,,,
https://www.bu.edu/academics/cas/courses/cas-ah-386,CAS,AH,386,SPRG 2026,Barrett,TR 9:30 am-10:45 am
https://www.bu.edu/academics/cas/courses/cas-ah-352,CAS,AH,352,FALL 2025,Cranston,TR 11:00 am-12:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-367,CAS,AH,367,FALL 2025,LaForge,TR 2:00 pm-3:15 pm
https://www.bu.edu/academics/cas/courses/cas-aa-400,CAS,AA,400,,,
https://www.bu.edu/academics/cas/courses/cas-ah-387,CAS,AH,387,SPRG 2026,Abramson,MW 2:30 pm-5:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-392,CAS,AH,392,SPRG 2026,Williams,MWF 9:05 am-9:55 am
https://www.bu.edu/academics/cas/courses/cas-ah-393,CAS,AH,393,FALL 2025,Ruoppo,TR 3:30 pm-4:45 pm
https://www.bu.edu/academics/cas/courses/cas-ah-365,CAS,AH,365,FALL 2025,Zell,TR 11:00 am-12:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-385,CAS,AH,385,FALL 2025,Moore,TR 12:30 pm-1:45 pm
https://www.bu.edu/academics/cas/courses/cas-ah-395,CAS,AH,395,SPRG 2026,Sichel,TR 11:00 am-12:15 pm
https://www.bu.edu/academics/cas/courses/cas-aa-287,CAS,AA,287,FALL 2025,Cunningham,TR 12:30 pm-1:45 pm
https://www.bu.edu/academics/cas/courses/cas-ah-399,CAS,AH,399,SPRG 2026,Haenraets,TR 11:00 am-12:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-398,CAS,AH,398,SPRG 2026,Alnajada,TR 9:30 am-10:45 am
https://www.bu.edu/academics/cas/courses/cas-ah-502,CAS,AH,502,,,
https://www.bu.edu/academics/cas/courses/cas-ah-521,CAS,AH,521,SPRG 2026,,R 3:30 pm-6:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-500,CAS,AH,500,FALL 2025,Alnajada,F 11:15 am-2:00 pm
https://www.bu.edu/academics/cas/courses/cas-ah-500,CAS,AH,500,SPRG 2026,Alnajada,R 12:30 pm-3:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-500,CAS,AH,500,SPRG 2026,Barton,T 12:30 pm-3:30 pm
https://www.bu.edu/academics/cas/courses/cas-ah-404,CAS,AH,404,,,
https://www.bu.edu/academics/cas/courses/cas-ah-391,CAS,AH,391,FALL 2025,Brown,MWF 1:25 pm-2:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-507,CAS,AH,507,FALL 2025,Hall,T 12:30 pm-3:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-486,CAS,AH,486,SPRG 2026,Abramson,T 12:30 pm-3:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-525,CAS,AH,525,SPRG 2026,Moore,TR 12:30 pm-1:45 pm
https://www.bu.edu/academics/cas/courses/cas-ah-520,CAS,AH,520,FALL 2025,Hall,R 12:30 pm-3:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-528,CAS,AH,528,SPRG 2026,Feng,R 12:30 pm-3:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-527,CAS,AH,527,FALL 2025,Kahn,W 2:30 pm-5:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-527,CAS,AH,527,SPRG 2026,Reyes,F 11:15 am-2:00 pm
https://www.bu.edu/academics/cas/courses/cas-ah-527,CAS,AH,527,SPRG 2026,Smythe-Johnson,M 2:30 pm-5:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-527,CAS,AH,527,SPRG 2026,Kahn,M 2:30 pm-5:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-557,CAS,AH,557,FALL 2025,Cranston,T 8:00 am-10:45 am
https://www.bu.edu/academics/cas/courses/cas-ah-530,CAS,AH,530,FALL 2025,Barrett,F 11:15 am-2:00 pm
https://www.bu.edu/academics/cas/courses/cas-ah-546,CAS,AH,546,FALL 2025,White,T 3:30 pm-6:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-531,CAS,AH,531,,,
https://www.bu.edu/academics/cas/courses/cas-ah-563,CAS,AH,563,,,
https://www.bu.edu/academics/cas/courses/cas-ah-533,CAS,AH,533,FALL 2025,Martin,R 3:30 pm-6:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-533,CAS,AH,533,SPRG 2026,Martin,F 11:15 am-2:00 pm
https://www.bu.edu/academics/cas/courses/cas-ah-548,CAS,AH,548,FALL 2025,Haenraets,R 3:30 pm-6:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-574,CAS,AH,574,FALL 2025,Cooney,T 3:30 pm-6:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-591,CAS,AH,591,SPRG 2026,Sichel,T 3:30 pm-6:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-554,CAS,AH,554,FALL 2025,Stevenson,F 11:15 am-2:00 pm
https://www.bu.edu/academics/cas/courses/cas-ah-596,CAS,AH,596,FALL 2025,Williams,W 2:30 pm-5:15 pm
https://www.bu.edu/academics/cas/courses/cas-ah-571,CAS,AH,571,FALL 2025,Smythe-Johnson,F 11:15 am-2:00 pm
https://www.bu.edu/academics/cas/courses/cas-ah-589,CAS,AH,589,FALL 2025,Ribner,R 12:30 pm-3:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-102,CAS,AN,102,FALL 2025,Knott,MWF 11:15 am-12:05 pm
https://www.bu.edu/academics/cas/courses/cas-an-102,CAS,AN,102,FALL 2025,Knott,M 12:20 pm-2:05 pm
https://www.bu.edu/academics/cas/courses/cas-an-102,CAS,AN,102,FALL 2025,Knott,M 2:30 pm-4:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-102,CAS,AN,102,FALL 2025,Knott,W 9:00 am-10:45 am
https://www.bu.edu/academics/cas/courses/cas-an-102,CAS,AN,102,FALL 2025,Knott,R 9:00 am-10:45 am
https://www.bu.edu/academics/cas/courses/cas-an-102,CAS,AN,102,FALL 2025,Short,R 3:30 pm-5:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-102,CAS,AN,102,SPRG 2026,Hodges-Simeon,MWF 11:15 am-12:05 pm
https://www.bu.edu/academics/cas/courses/cas-an-102,CAS,AN,102,SPRG 2026,,W 9:00 am-10:45 am
https://www.bu.edu/academics/cas/courses/cas-an-102,CAS,AN,102,SPRG 2026,,R 9:00 am-10:45 am
https://www.bu.edu/academics/cas/courses/cas-an-102,CAS,AN,102,SPRG 2026,,F 12:20 pm-2:05 pm
https://www.bu.edu/academics/cas/courses/cas-an-102,CAS,AN,102,SPRG 2026,,M 12:20 pm-2:05 pm
https://www.bu.edu/academics/cas/courses/cas-an-103,CAS,AN,103,,,
https://www.bu.edu/academics/cas/courses/cas-an-101,CAS,AN,101,FALL 2025,Schwartz,MWF 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-an-101,CAS,AN,101,FALL 2025,Schwartz,R 11:15 am-12:05 pm
https://www.bu.edu/academics/cas/courses/cas-an-101,CAS,AN,101,FALL 2025,Schwartz,R 11:15 am-12:05 pm
https://www.bu.edu/academics/cas/courses/cas-an-101,CAS,AN,101,FALL 2025,Schwartz,F 1:25 pm-2:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-101,CAS,AN,101,FALL 2025,Schwartz,F 1:25 pm-2:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-101,CAS,AN,101,FALL 2025,Schwartz,W 3:35 pm-4:25 pm
https://www.bu.edu/academics/cas/courses/cas-an-101,CAS,AN,101,FALL 2025,Schwartz,W 3:35 pm-4:25 pm
https://www.bu.edu/academics/cas/courses/cas-an-101,CAS,AN,101,FALL 2025,Schwartz,T 11:15 am-12:05 pm
https://www.bu.edu/academics/cas/courses/cas-an-101,CAS,AN,101,FALL 2025,Schwartz,T 11:15 am-12:05 pm
https://www.bu.edu/academics/cas/courses/cas-an-101,CAS,AN,101,SPRG 2026,Thompson,MWF 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-an-101,CAS,AN,101,SPRG 2026,Thompson,R 11:15 am-12:05 pm
https://www.bu.edu/academics/cas/courses/cas-an-101,CAS,AN,101,SPRG 2026,Thompson,R 11:15 am-12:05 pm
https://www.bu.edu/academics/cas/courses/cas-an-101,CAS,AN,101,SPRG 2026,Thompson,F 1:25 pm-2:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-101,CAS,AN,101,SPRG 2026,Thompson,F 1:25 pm-2:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-101,CAS,AN,101,SPRG 2026,Thompson,T 8:00 am-8:50 am
https://www.bu.edu/academics/cas/courses/cas-an-101,CAS,AN,101,SPRG 2026,Thompson,W 3:35 pm-4:25 pm
https://www.bu.edu/academics/cas/courses/cas-an-101,CAS,AN,101,SPRG 2026,Thompson,W 3:35 pm-4:25 pm
https://www.bu.edu/academics/cas/courses/cas-an-101,CAS,AN,101,SPRG 2026,Thompson,T 9:05 am-9:55 am
https://www.bu.edu/academics/cas/courses/cas-an-206,CAS,AN,206,FALL 2025,Runnels,TR 12:30 pm-1:45 pm
https://www.bu.edu/academics/cas/courses/cas-an-210,CAS,AN,210,FALL 2025,Shohet,TR 11:00 am-12:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-210,CAS,AN,210,SPRG 2026,Ergun,TR 12:30 pm-1:45 pm
https://www.bu.edu/academics/cas/courses/cas-an-235,CAS,AN,235,FALL 2025,Garrett,TR 11:00 am-12:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-252,CAS,AN,252,FALL 2025,Sum,MWF 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-an-260,CAS,AN,260,SPRG 2026,LaPorte,TR 9:30 am-10:45 am
https://www.bu.edu/academics/cas/courses/cas-an-240,CAS,AN,240,SPRG 2026,Barfield,MWF 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-an-233,CAS,AN,233,SPRG 2026,Durgavich,TR 12:30 pm-1:45 pm
https://www.bu.edu/academics/cas/courses/cas-an-233,CAS,AN,233,SPRG 2026,Durgavich,T 3:35 pm-4:25 pm
https://www.bu.edu/academics/cas/courses/cas-an-233,CAS,AN,233,SPRG 2026,Durgavich,T 4:40 pm-5:30 pm
https://www.bu.edu/academics/cas/courses/cas-an-234,CAS,AN,234,FALL 2025,Hodges-Simeon,TR 12:30 pm-1:45 pm
https://www.bu.edu/academics/cas/courses/cas-an-211,CAS,AN,211,FALL 2025,Shipton,TR 12:30 pm-1:45 pm
https://www.bu.edu/academics/cas/courses/cas-an-220,CAS,AN,220,SPRG 2026,Parla,TR 11:00 am-12:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-262,CAS,AN,262,SPRG 2026,Glowacki,MWF 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-an-287,CAS,AN,287,FALL 2025,Cunningham,TR 12:30 pm-1:45 pm
https://www.bu.edu/academics/cas/courses/cas-an-272,CAS,AN,272,SPRG 2026,Hodges-Simeon,MWF 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-an-283,CAS,AN,283,,,
https://www.bu.edu/academics/cas/courses/cas-an-263,CAS,AN,263,SPRG 2026,Harwell,TR 2:00 pm-3:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-263,CAS,AN,263,SPRG 2026,Harwell,T 1:25 pm-2:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-263,CAS,AN,263,SPRG 2026,Harwell,M 12:20 pm-1:10 pm
https://www.bu.edu/academics/cas/courses/cas-an-263,CAS,AN,263,SPRG 2026,Harwell,F 2:30 pm-3:20 pm
https://www.bu.edu/academics/cas/courses/cas-an-263,CAS,AN,263,SPRG 2026,Harwell,F 1:25 pm-2:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-263,CAS,AN,263,SPRG 2026,Harwell,T 3:35 pm-4:25 pm
https://www.bu.edu/academics/cas/courses/cas-an-263,CAS,AN,263,SPRG 2026,Harwell,F 9:05 am-9:55 am
https://www.bu.edu/academics/cas/courses/cas-an-280,CAS,AN,280,FALL 2025,Robinson,TR 11:00 am-12:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-290,CAS,AN,290,FALL 2025,LaPorte,MWF 1:25 pm-2:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-285,CAS,AN,285,SPRG 2026,Shipton,MWF 2:30 pm-3:20 pm
https://www.bu.edu/academics/cas/courses/cas-an-291,CAS,AN,291,FALL 2025,West,TR 2:00 pm-3:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-302,CAS,AN,302,FALL 2025,Kizildag,MWF 2:30 pm-3:20 pm
https://www.bu.edu/academics/cas/courses/cas-an-301,CAS,AN,301,SPRG 2026,Cunningham,TR 2:00 pm-3:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-311,CAS,AN,311,FALL 2025,Arkin,MWF 9:05 am-9:55 am
https://www.bu.edu/academics/cas/courses/cas-an-307,CAS,AN,307,,,
https://www.bu.edu/academics/cas/courses/cas-an-312,CAS,AN,312,SPRG 2026,Ngom,MWF 11:15 am-12:05 pm
https://www.bu.edu/academics/cas/courses/cas-an-316,CAS,AN,316,FALL 2025,Arkin,MWF 11:15 am-12:05 pm
https://www.bu.edu/academics/cas/courses/cas-an-314,CAS,AN,314,,,
https://www.bu.edu/academics/cas/courses/cas-an-317,CAS,AN,317,,,
https://www.bu.edu/academics/cas/courses/cas-an-318,CAS,AN,318,FALL 2025,Hefner,TR 11:00 am-12:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-319,CAS,AN,319,,,
https://www.bu.edu/academics/cas/courses/cas-an-335,CAS,AN,335,FALL 2025,Knott,MWF 1:25 pm-2:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-331,CAS,AN,331,SPRG 2026,Garrett,MWF 1:25 pm-2:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-330,CAS,AN,330,SPRG 2026,Durgavich,TR 9:30 am-10:45 am
https://www.bu.edu/academics/cas/courses/cas-an-333,CAS,AN,333,,,
https://www.bu.edu/academics/cas/courses/cas-an-349,CAS,AN,349,,,
https://www.bu.edu/academics/cas/courses/cas-an-348,CAS,AN,348,SPRG 2026,LaPorte,TR 12:30 pm-1:45 pm
https://www.bu.edu/academics/cas/courses/cas-an-339,CAS,AN,339,FALL 2025,Garrett,TR 2:00 pm-3:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-347,CAS,AN,347,FALL 2025,Barfield,TR 9:30 am-10:45 am
https://www.bu.edu/academics/cas/courses/cas-an-320,CAS,AN,320,,,
https://www.bu.edu/academics/cas/courses/cas-an-321,CAS,AN,321,,,
https://www.bu.edu/academics/cas/courses/cas-an-327,CAS,AN,327,FALL 2025,Ngom,TR 11:00 am-12:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-336,CAS,AN,336,,,
https://www.bu.edu/academics/cas/courses/cas-an-362,CAS,AN,362,SPRG 2026,Schwartz,TR 2:00 pm-3:15 pm
https://www.bu.edu/academics/cas/courses/cas-an-363,CAS,AN,363,SPRG 2026,Shipton,MWF 10:10 am-11:00 am
https://www.bu.edu/academics/cas/courses/cas-an-344,CAS,AN,344,,,
